Invoice_no,Customer_ID,Gender,Age,Category,Quantity_Sold,Unit_Price,Total_Revenue,Payment_Method,Invoice_Date,Shopping_Mall
I190254,C174210,Female,34,Technology,3,3150,9450,Debit Card,03/04/2022,Kanyon
I790202,C311616,Male,34,Souvenir,5,58.65,293.25,Cash,03/04/2022,Mall of Istanbul
I297340,C241944,Female,57,Cosmetics,5,203.3,1016.5,Credit Card,03/04/2022,Mall of Istanbul
I163841,C247350,Male,65,Cosmetics,2,81.32,162.64,Cash,03/04/2022,Mall of Istanbul
I116302,C220603,Female,68,Books,5,75.75,378.75,Cash,03/04/2022,Metropol AVM
I270084,C306956,Female,38,Clothing,4,1200.32,4801.28,Cash,03/04/2022,Kanyon
I148227,C184391,Male,42,Clothing,2,600.16,1200.32,Cash,03/04/2022,Istinye Park
I278977,C650876,Female,60,Clothing,1,300.08,300.08,Debit Card,03/04/2022,Metropol AVM
I105595,C150785,Female,36,Souvenir,2,23.46,46.92,Credit Card,03/04/2022,Mall of Istanbul
I269309,C422697,Female,27,Cosmetics,1,40.66,40.66,Cash,03/04/2022,Viaport Outlet
I860273,C918045,Male,29,Books,2,30.3,60.6,Cash,03/04/2022,Mall of Istanbul
I295433,C220749,Male,23,Clothing,2,600.16,1200.32,Credit Card,03/04/2022,Kanyon
I164193,C830720,Male,43,Cosmetics,3,121.98,365.94,Credit Card,03/04/2022,Kanyon
I143549,C115755,Female,47,Food & Beverage,3,15.69,47.07,Credit Card,03/04/2022,Metrocity
I150171,C148879,Male,58,Cosmetics,3,121.98,365.94,Debit Card,03/04/2022,Kanyon
I212934,C711863,Male,60,Souvenir,5,58.65,293.25,Credit Card,03/04/2022,Metrocity
I314510,C203294,Male,28,Cosmetics,2,81.32,162.64,Credit Card,03/04/2022,Kanyon
I219861,C190720,Female,47,Shoes,3,1800.51,5401.53,Credit Card,03/04/2022,Mall of Istanbul
I193086,C261768,Female,58,Clothing,2,600.16,1200.32,Cash,03/04/2022,Metrocity
I169108,C173366,Male,43,Souvenir,5,58.65,293.25,Debit Card,03/04/2022,Forum Istanbul
I207897,C243652,Female,31,Shoes,5,3000.85,15004.25,Cash,03/04/2022,Mall of Istanbul
I548885,C469389,Male,36,Food & Beverage,4,20.92,83.68,Cash,03/04/2022,Istinye Park
I327006,C232478,Female,54,Clothing,5,1500.4,7502,Credit Card,03/04/2022,Metrocity
I367083,C434310,Female,44,Souvenir,1,11.73,11.73,Cash,03/04/2022,Metrocity
I726077,C287868,Female,39,Food & Beverage,4,20.92,83.68,Credit Card,03/04/2022,Metropol AVM
I105460,C174493,Female,43,Food & Beverage,4,20.92,83.68,Cash,03/04/2022,Cevahir AVM
I278853,C128734,Male,32,Clothing,5,1500.4,7502,Credit Card,03/04/2022,Metrocity
I277166,C856558,Male,27,Clothing,3,900.24,2700.72,Cash,03/04/2022,Forum Istanbul
I165076,C595174,Male,50,Food & Beverage,1,5.23,5.23,Debit Card,03/04/2022,Mall of Istanbul
I242651,C323253,Female,69,Clothing,5,1500.4,7502,Credit Card,03/04/2022,Kanyon
I128141,C698134,Female,40,Toys,3,107.52,322.56,Cash,03/04/2022,Istinye Park
I297560,C245954,Male,53,Food & Beverage,2,10.46,20.92,Credit Card,03/04/2022,Kanyon
I141926,C128107,Female,22,Clothing,1,300.08,300.08,Credit Card,03/04/2022,Forum Istanbul
I313103,C259735,Male,24,Cosmetics,5,203.3,1016.5,Cash,03/04/2022,Zorlu Center
I193103,C338783,Male,27,Toys,2,71.68,143.36,Credit Card,03/04/2022,Metropol AVM
I323307,C100121,Male,64,Souvenir,1,11.73,11.73,Cash,03/04/2022,Mall of Istanbul
I744142,C174102,Female,52,Clothing,5,1500.4,7502,Cash,03/04/2022,Metrocity
I128278,C105553,Male,56,Clothing,4,1200.32,4801.28,Cash,03/04/2022,Metropol AVM
I170091,C177088,Male,40,Cosmetics,5,203.3,1016.5,Cash,03/04/2022,Forum Istanbul
I906520,C962756,Male,19,Clothing,2,600.16,1200.32,Credit Card,03/04/2022,Forum Istanbul
I270629,C118413,Female,38,Clothing,2,600.16,1200.32,Cash,03/04/2022,Zorlu Center
I253585,C242697,Male,43,Books,3,45.45,136.35,Cash,03/04/2022,Metrocity
I317211,C238768,Male,25,Toys,2,71.68,143.36,Cash,03/04/2022,Istinye Park
I933868,C156625,Female,25,Cosmetics,5,203.3,1016.5,Cash,03/04/2022,Metropol AVM
I194630,C284973,Female,23,Food & Beverage,2,10.46,20.92,Cash,03/04/2022,Kanyon
I160636,C812053,Female,53,Cosmetics,4,162.64,650.56,Cash,04/04/2022,Metropol AVM
I103072,C170969,Male,20,Cosmetics,4,162.64,650.56,Cash,04/04/2022,Forum Istanbul
I264104,C177823,Female,46,Shoes,4,2400.68,9602.72,Cash,04/04/2022,Istinye Park
I305557,C278541,Female,52,Food & Beverage,5,26.15,130.75,Credit Card,04/04/2022,Forum Istanbul
I282887,C478916,Male,49,Clothing,5,1500.4,7502,Cash,04/04/2022,Mall of Istanbul
I308674,C286611,Female,51,Clothing,5,1500.4,7502,Credit Card,04/04/2022,Metropol AVM
I109229,C222213,Female,65,Food & Beverage,1,5.23,5.23,Cash,04/04/2022,Kanyon
I232402,C177872,Female,66,Food & Beverage,5,26.15,130.75,Cash,04/04/2022,Metropol AVM
I117807,C245334,Female,21,Toys,5,179.2,896,Credit Card,04/04/2022,Cevahir AVM
I171237,C112159,Male,41,Clothing,2,600.16,1200.32,Credit Card,04/04/2022,Istinye Park
I106812,C124832,Female,27,Souvenir,1,11.73,11.73,Cash,04/04/2022,Mall of Istanbul
I307728,C896139,Male,21,Clothing,1,300.08,300.08,Cash,04/04/2022,Viaport Outlet
I311902,C242491,Female,26,Toys,3,107.52,322.56,Credit Card,04/04/2022,Metrocity
I120644,C434679,Female,51,Technology,4,4200,16800,Cash,04/04/2022,Metropol AVM
I367825,C328029,Female,61,Toys,2,71.68,143.36,Cash,04/04/2022,Mall of Istanbul
I434450,C245426,Female,40,Clothing,4,1200.32,4801.28,Debit Card,04/04/2022,Emaar Square Mall
I275581,C233162,Male,20,Cosmetics,3,121.98,365.94,Cash,04/04/2022,Kanyon
I246224,C157225,Male,56,Cosmetics,3,121.98,365.94,Credit Card,04/04/2022,Cevahir AVM
I303244,C194795,Female,25,Souvenir,5,58.65,293.25,Cash,04/04/2022,Kanyon
I546559,C328466,Female,35,Cosmetics,3,121.98,365.94,Debit Card,04/04/2022,Forum Istanbul
I191417,C190491,Female,25,Shoes,4,2400.68,9602.72,Cash,04/04/2022,Kanyon
I190053,C327178,Male,62,Cosmetics,2,81.32,162.64,Credit Card,04/04/2022,Forum Istanbul
I225175,C227569,Male,61,Clothing,3,900.24,2700.72,Debit Card,04/04/2022,Kanyon
I146566,C212352,Male,50,Books,5,75.75,378.75,Cash,04/04/2022,Mall of Istanbul
I953115,C264483,Female,58,Shoes,4,2400.68,9602.72,Cash,04/04/2022,Metrocity
I931953,C236603,Male,38,Shoes,3,1800.51,5401.53,Credit Card,04/04/2022,Kanyon
I279707,C292723,Male,67,Food & Beverage,2,10.46,20.92,Debit Card,04/04/2022,Metropol AVM
I306289,C451617,Female,45,Books,3,45.45,136.35,Debit Card,04/04/2022,Kanyon
I162775,C219144,Male,66,Clothing,1,300.08,300.08,Credit Card,04/04/2022,Kanyon
I174409,C118332,Female,29,Food & Beverage,2,10.46,20.92,Cash,04/04/2022,Metrocity
I118939,C166770,Female,22,Clothing,3,900.24,2700.72,Cash,04/04/2022,Forum Istanbul
I113190,C136708,Male,61,Toys,2,71.68,143.36,Credit Card,04/04/2022,Metrocity
I494678,C115299,Female,47,Books,5,75.75,378.75,Cash,04/04/2022,Emaar Square Mall
I227896,C190658,Female,66,Food & Beverage,5,26.15,130.75,Cash,04/04/2022,Cevahir AVM
I688093,C166721,Female,18,Clothing,3,900.24,2700.72,Cash,04/04/2022,Metrocity
I313136,C268199,Male,21,Toys,4,143.36,573.44,Cash,04/04/2022,Metropol AVM
I597379,C961165,Male,67,Cosmetics,5,203.3,1016.5,Credit Card,04/04/2022,Mall of Istanbul
I335247,C135940,Female,19,Books,1,15.15,15.15,Credit Card,04/04/2022,Mall of Istanbul
I294512,C319512,Male,19,Clothing,3,900.24,2700.72,Cash,04/04/2022,Kanyon
I338486,C177278,Female,69,Books,5,75.75,378.75,Debit Card,04/04/2022,Mall of Istanbul
I153344,C844503,Female,38,Cosmetics,2,81.32,162.64,Cash,04/04/2022,Emaar Square Mall
I341597,C196190,Male,65,Food & Beverage,3,15.69,47.07,Debit Card,04/04/2022,Metropol AVM
I772847,C636016,Female,28,Food & Beverage,2,10.46,20.92,Credit Card,04/04/2022,Metrocity
I437974,C363150,Male,55,Clothing,5,1500.4,7502,Cash,04/04/2022,Forum Istanbul
I119621,C166195,Male,47,Clothing,5,1500.4,7502,Credit Card,04/04/2022,Metropol AVM
I143453,C333306,Female,34,Food & Beverage,3,15.69,47.07,Credit Card,04/04/2022,Kanyon
I185387,C211663,Male,22,Clothing,1,300.08,300.08,Debit Card,04/04/2022,Istinye Park
I168268,C230096,Male,60,Clothing,2,600.16,1200.32,Debit Card,04/04/2022,Zorlu Center
I269162,C657570,Female,68,Books,4,60.6,242.4,Cash,04/04/2022,Kanyon
I308644,C204081,Female,32,Books,5,75.75,378.75,Credit Card,04/04/2022,Metropol AVM
I158927,C461253,Female,49,Clothing,1,300.08,300.08,Cash,04/04/2022,Metrocity
I176495,C305711,Female,61,Clothing,2,600.16,1200.32,Cash,04/04/2022,Metrocity
I258557,C191064,Female,57,Cosmetics,1,40.66,40.66,Cash,04/04/2022,Mall of Istanbul
I838409,C337292,Female,67,Clothing,2,600.16,1200.32,Credit Card,04/04/2022,Kanyon
I282022,C972768,Female,45,Souvenir,2,23.46,46.92,Debit Card,04/04/2022,Metrocity
I141145,C162911,Female,35,Food & Beverage,5,26.15,130.75,Cash,04/04/2022,Metrocity
I301058,C191867,Female,38,Shoes,3,1800.51,5401.53,Debit Card,04/04/2022,Mall of Istanbul
I117744,C937637,Female,55,Shoes,3,1800.51,5401.53,Debit Card,04/04/2022,Viaport Outlet
I149772,C160996,Male,40,Cosmetics,4,162.64,650.56,Credit Card,04/04/2022,Emaar Square Mall
I322955,C253064,Female,69,Clothing,2,600.16,1200.32,Credit Card,04/04/2022,Metrocity
I319592,C175604,Male,19,Toys,3,107.52,322.56,Debit Card,04/04/2022,Kanyon
I116400,C173408,Male,43,Clothing,4,1200.32,4801.28,Cash,04/04/2022,Istinye Park
I263674,C197128,Female,35,Cosmetics,4,162.64,650.56,Credit Card,04/04/2022,Metrocity
I337784,C134429,Male,58,Books,1,15.15,15.15,Debit Card,04/04/2022,Cevahir AVM
I884132,C222372,Female,56,Clothing,4,1200.32,4801.28,Cash,04/04/2022,Mall of Istanbul
I262132,C267989,Female,27,Books,1,15.15,15.15,Credit Card,04/04/2022,Istinye Park
I194687,C266017,Female,30,Clothing,2,600.16,1200.32,Cash,04/04/2022,Metrocity
I550646,C988655,Female,64,Shoes,4,2400.68,9602.72,Credit Card,04/04/2022,Istinye Park
I240800,C257856,Female,18,Shoes,4,2400.68,9602.72,Cash,04/04/2022,Kanyon
I188455,C214411,Female,63,Food & Beverage,2,10.46,20.92,Credit Card,04/04/2022,Istinye Park
I141645,C302373,Female,26,Food & Beverage,5,26.15,130.75,Cash,04/04/2022,Mall of Istanbul
I166728,C146752,Male,65,Food & Beverage,1,5.23,5.23,Credit Card,04/04/2022,Zorlu Center
I138514,C296348,Male,43,Cosmetics,2,81.32,162.64,Credit Card,04/04/2022,Kanyon
I303833,C149733,Female,53,Clothing,3,900.24,2700.72,Cash,04/04/2022,Kanyon
I218831,C239137,Female,68,Toys,1,35.84,35.84,Cash,04/04/2022,Kanyon
I295403,C254376,Male,63,Books,5,75.75,378.75,Cash,04/04/2022,Istinye Park
I371169,C489890,Male,42,Clothing,5,1500.4,7502,Cash,04/04/2022,Mall of Istanbul
I854468,C134717,Female,30,Food & Beverage,5,26.15,130.75,Credit Card,04/04/2022,Metrocity
I183473,C118529,Female,18,Cosmetics,3,121.98,365.94,Cash,04/04/2022,Viaport Outlet
I231699,C523252,Female,55,Clothing,2,600.16,1200.32,Credit Card,04/04/2022,Viaport Outlet
I298790,C154305,Male,29,Souvenir,2,23.46,46.92,Credit Card,04/04/2022,Kanyon
I198328,C237055,Female,30,Clothing,3,900.24,2700.72,Credit Card,04/04/2022,Metrocity
I344049,C169850,Female,56,Technology,4,4200,16800,Cash,04/04/2022,Kanyon
I190296,C484300,Female,29,Toys,5,179.2,896,Cash,04/04/2022,Metrocity
I217657,C235413,Male,42,Books,2,30.3,60.6,Cash,04/04/2022,Kanyon
I805977,C115693,Male,23,Toys,1,35.84,35.84,Cash,04/04/2022,Metrocity
I232572,C303946,Female,45,Food & Beverage,2,10.46,20.92,Credit Card,04/04/2022,Istinye Park
I148277,C204015,Female,58,Souvenir,3,35.19,105.57,Cash,04/04/2022,Cevahir AVM
I653732,C246567,Female,33,Clothing,4,1200.32,4801.28,Cash,04/04/2022,Emaar Square Mall
I120106,C229441,Female,39,Cosmetics,5,203.3,1016.5,Credit Card,04/04/2022,Metropol AVM
I195045,C730811,Female,30,Food & Beverage,1,5.23,5.23,Credit Card,04/04/2022,Kanyon
I500164,C110657,Male,57,Cosmetics,2,81.32,162.64,Credit Card,04/04/2022,Forum Istanbul
I825057,C141887,Female,21,Food & Beverage,1,5.23,5.23,Debit Card,04/04/2022,Mall of Istanbul
I241012,C239040,Female,46,Cosmetics,1,40.66,40.66,Cash,04/04/2022,Forum Istanbul
I326910,C332882,Male,40,Cosmetics,2,81.32,162.64,Credit Card,04/04/2022,Metrocity
I856959,C767338,Male,41,Toys,3,107.52,322.56,Credit Card,04/04/2022,Istinye Park
I535913,C334858,Female,43,Clothing,1,300.08,300.08,Credit Card,04/04/2022,Cevahir AVM
I108074,C257998,Female,24,Clothing,1,300.08,300.08,Cash,04/04/2022,Forum Istanbul
I263625,C278673,Male,31,Shoes,4,2400.68,9602.72,Credit Card,04/04/2022,Istinye Park
I436391,C255482,Female,20,Clothing,4,1200.32,4801.28,Credit Card,04/04/2022,Kanyon
I258750,C100361,Female,40,Food & Beverage,3,15.69,47.07,Cash,04/04/2022,Istinye Park
I229585,C179845,Female,29,Clothing,4,1200.32,4801.28,Cash,04/04/2022,Metropol AVM
I257415,C120773,Male,40,Clothing,4,1200.32,4801.28,Debit Card,04/04/2022,Metrocity
I199267,C163433,Female,33,Clothing,2,600.16,1200.32,Cash,04/04/2022,Metrocity
I131655,C679780,Female,67,Clothing,2,600.16,1200.32,Cash,04/04/2022,Viaport Outlet
I759290,C286656,Female,37,Clothing,4,1200.32,4801.28,Debit Card,04/04/2022,Zorlu Center
I240959,C239312,Male,44,Cosmetics,2,81.32,162.64,Cash,04/04/2022,Forum Istanbul
I315480,C721884,Male,64,Shoes,4,2400.68,9602.72,Credit Card,04/04/2022,Kanyon
I764494,C245783,Male,55,Souvenir,1,11.73,11.73,Debit Card,04/04/2022,Istinye Park
I727597,C149969,Female,27,Toys,1,35.84,35.84,Credit Card,04/04/2022,Mall of Istanbul
I224831,C803012,Male,56,Toys,3,107.52,322.56,Cash,04/04/2022,Mall of Istanbul
I234575,C282216,Female,24,Clothing,4,1200.32,4801.28,Credit Card,04/04/2022,Kanyon
I164902,C988001,Female,41,Clothing,4,1200.32,4801.28,Credit Card,04/04/2022,Mall of Istanbul
I532001,C207073,Female,34,Clothing,4,1200.32,4801.28,Debit Card,04/04/2022,Metrocity
I140730,C126988,Male,45,Clothing,2,600.16,1200.32,Cash,04/04/2022,Metrocity
I122127,C277076,Female,62,Clothing,2,600.16,1200.32,Cash,04/04/2022,Metropol AVM
I135645,C189525,Female,30,Clothing,2,600.16,1200.32,Cash,04/04/2022,Viaport Outlet
I198373,C299543,Male,31,Clothing,3,900.24,2700.72,Credit Card,04/04/2022,Istinye Park
I348591,C135375,Female,19,Food & Beverage,3,15.69,47.07,Credit Card,04/04/2022,Mall of Istanbul
I506736,C492211,Female,34,Clothing,2,600.16,1200.32,Credit Card,04/04/2022,Metrocity
I271932,C134418,Female,35,Shoes,4,2400.68,9602.72,Debit Card,04/04/2022,Forum Istanbul
I313426,C101196,Female,41,Cosmetics,4,162.64,650.56,Debit Card,05/04/2022,Kanyon
I848407,C115269,Female,46,Clothing,1,300.08,300.08,Credit Card,05/04/2022,Metrocity
I179419,C192683,Female,19,Shoes,5,3000.85,15004.25,Cash,05/04/2022,Istinye Park
I277652,C172551,Male,22,Cosmetics,4,162.64,650.56,Cash,05/04/2022,Mall of Istanbul
I160298,C266253,Female,19,Clothing,3,900.24,2700.72,Cash,05/04/2022,Kanyon
I151677,C212356,Female,33,Toys,4,143.36,573.44,Credit Card,05/04/2022,Cevahir AVM
I305131,C137080,Female,52,Clothing,5,1500.4,7502,Cash,05/04/2022,Kanyon
I232308,C378187,Male,59,Cosmetics,1,40.66,40.66,Cash,05/04/2022,Zorlu Center
I117980,C100331,Female,23,Shoes,4,2400.68,9602.72,Cash,05/04/2022,Mall of Istanbul
I384006,C198678,Male,31,Food & Beverage,5,26.15,130.75,Debit Card,05/04/2022,Metropol AVM
I199582,C325436,Female,47,Books,3,45.45,136.35,Debit Card,05/04/2022,Metrocity
I190000,C303714,Female,27,Clothing,2,600.16,1200.32,Cash,05/04/2022,Mall of Istanbul
I174964,C303563,Male,40,Cosmetics,2,81.32,162.64,Debit Card,05/04/2022,Metropol AVM
I155546,C125249,Male,63,Cosmetics,3,121.98,365.94,Cash,05/04/2022,Metrocity
I259223,C311467,Male,54,Shoes,1,600.17,600.17,Cash,05/04/2022,Kanyon
I232111,C235143,Male,53,Clothing,1,300.08,300.08,Cash,05/04/2022,Metrocity
I158979,C302773,Female,21,Cosmetics,3,121.98,365.94,Cash,05/04/2022,Emaar Square Mall
I155609,C461240,Female,49,Cosmetics,5,203.3,1016.5,Cash,05/04/2022,Metrocity
I229042,C234129,Female,31,Clothing,2,600.16,1200.32,Cash,05/04/2022,Metropol AVM
I263025,C261660,Male,19,Clothing,4,1200.32,4801.28,Cash,05/04/2022,Emaar Square Mall
I238426,C644264,Female,62,Cosmetics,4,162.64,650.56,Cash,05/04/2022,Emaar Square Mall
I111498,C375495,Female,30,Food & Beverage,4,20.92,83.68,Cash,05/04/2022,Forum Istanbul
I318464,C107640,Male,61,Clothing,5,1500.4,7502,Credit Card,05/04/2022,Mall of Istanbul
I167983,C171268,Female,58,Clothing,4,1200.32,4801.28,Cash,05/04/2022,Kanyon
I455059,C129496,Female,40,Clothing,5,1500.4,7502,Cash,05/04/2022,Zorlu Center
I289252,C298975,Female,51,Food & Beverage,3,15.69,47.07,Credit Card,05/04/2022,Metropol AVM
I254404,C206943,Male,39,Shoes,3,1800.51,5401.53,Debit Card,05/04/2022,Viaport Outlet
I475705,C212266,Female,59,Toys,3,107.52,322.56,Debit Card,05/04/2022,Kanyon
I153520,C237284,Female,29,Food & Beverage,2,10.46,20.92,Debit Card,05/04/2022,Mall of Istanbul
I244790,C262168,Female,33,Clothing,4,1200.32,4801.28,Debit Card,05/04/2022,Metropol AVM
I318996,C198960,Male,34,Shoes,2,1200.34,2400.68,Cash,05/04/2022,Mall of Istanbul
I146898,C825004,Male,18,Books,3,45.45,136.35,Credit Card,05/04/2022,Metrocity
I100742,C422142,Female,58,Food & Beverage,3,15.69,47.07,Credit Card,05/04/2022,Metropol AVM
I203822,C120546,Male,30,Cosmetics,3,121.98,365.94,Credit Card,05/04/2022,Viaport Outlet
I184355,C160045,Female,69,Shoes,2,1200.34,2400.68,Debit Card,05/04/2022,Kanyon
I142160,C324230,Male,29,Toys,4,143.36,573.44,Cash,05/04/2022,Metrocity
I212000,C254963,Male,48,Technology,5,5250,26250,Cash,05/04/2022,Istinye Park
I296303,C164893,Female,66,Clothing,2,600.16,1200.32,Cash,05/04/2022,Metropol AVM
I427831,C133961,Male,69,Cosmetics,1,40.66,40.66,Cash,05/04/2022,Istinye Park
I284281,C161117,Female,26,Food & Beverage,4,20.92,83.68,Cash,05/04/2022,Istinye Park
I578901,C928310,Male,36,Food & Beverage,3,15.69,47.07,Credit Card,05/04/2022,Mall of Istanbul
I151353,C282416,Female,39,Food & Beverage,5,26.15,130.75,Credit Card,05/04/2022,Kanyon
I160567,C240907,Female,36,Shoes,5,3000.85,15004.25,Cash,05/04/2022,Istinye Park
I413483,C118331,Female,44,Clothing,3,900.24,2700.72,Cash,05/04/2022,Kanyon
I135269,C954864,Male,55,Shoes,4,2400.68,9602.72,Debit Card,05/04/2022,Istinye Park
I209328,C332522,Male,65,Shoes,1,600.17,600.17,Cash,05/04/2022,Mall of Istanbul
I179518,C473175,Male,32,Food & Beverage,3,15.69,47.07,Debit Card,05/04/2022,Istinye Park
I233554,C212588,Female,39,Cosmetics,2,81.32,162.64,Credit Card,05/04/2022,Metropol AVM
I617072,C147511,Male,19,Food & Beverage,2,10.46,20.92,Debit Card,05/04/2022,Kanyon
I186910,C109102,Male,43,Clothing,4,1200.32,4801.28,Cash,05/04/2022,Kanyon
I233707,C316005,Female,63,Clothing,2,600.16,1200.32,Cash,05/04/2022,Mall of Istanbul
I179364,C846579,Female,59,Shoes,5,3000.85,15004.25,Credit Card,05/04/2022,Mall of Istanbul
I281035,C140517,Female,66,Clothing,4,1200.32,4801.28,Debit Card,05/04/2022,Istinye Park
I866015,C262303,Female,22,Clothing,3,900.24,2700.72,Credit Card,05/04/2022,Emaar Square Mall
I944109,C265937,Female,54,Food & Beverage,4,20.92,83.68,Cash,05/04/2022,Forum Istanbul
I199031,C375183,Female,66,Cosmetics,4,162.64,650.56,Debit Card,05/04/2022,Kanyon
I236853,C123615,Male,65,Toys,4,143.36,573.44,Debit Card,05/04/2022,Zorlu Center
I833219,C298493,Female,21,Cosmetics,3,121.98,365.94,Cash,05/04/2022,Istinye Park
I132592,C379750,Female,54,Clothing,3,900.24,2700.72,Credit Card,05/04/2022,Kanyon
I408356,C169950,Male,25,Cosmetics,1,40.66,40.66,Cash,05/04/2022,Kanyon
I541718,C293974,Female,62,Toys,2,71.68,143.36,Debit Card,05/04/2022,Metrocity
I139312,C133131,Female,63,Clothing,2,600.16,1200.32,Debit Card,05/04/2022,Metropol AVM
I685226,C189155,Female,53,Cosmetics,3,121.98,365.94,Credit Card,05/04/2022,Istinye Park
I884268,C186113,Male,21,Shoes,1,600.17,600.17,Cash,05/04/2022,Mall of Istanbul
I149811,C386983,Female,39,Food & Beverage,1,5.23,5.23,Debit Card,05/04/2022,Viaport Outlet
I164895,C102134,Male,38,Souvenir,2,23.46,46.92,Debit Card,05/04/2022,Kanyon
I173566,C309108,Male,44,Food & Beverage,3,15.69,47.07,Debit Card,05/04/2022,Mall of Istanbul
I538642,C206450,Female,20,Shoes,3,1800.51,5401.53,Cash,05/04/2022,Zorlu Center
I230660,C277831,Female,21,Clothing,2,600.16,1200.32,Cash,05/04/2022,Mall of Istanbul
I589342,C319101,Male,23,Clothing,3,900.24,2700.72,Credit Card,05/04/2022,Metropol AVM
I141258,C243445,Male,25,Souvenir,3,35.19,105.57,Credit Card,05/04/2022,Kanyon
I994665,C922352,Male,57,Toys,1,35.84,35.84,Credit Card,05/04/2022,Metrocity
I247882,C119431,Female,42,Cosmetics,3,121.98,365.94,Cash,05/04/2022,Mall of Istanbul
I172832,C123102,Male,52,Shoes,4,2400.68,9602.72,Cash,05/04/2022,Zorlu Center
I100537,C392460,Female,62,Souvenir,3,35.19,105.57,Debit Card,05/04/2022,Kanyon
I757552,C356052,Female,63,Food & Beverage,1,5.23,5.23,Credit Card,05/04/2022,Kanyon
I102677,C149751,Male,20,Shoes,3,1800.51,5401.53,Credit Card,05/04/2022,Emaar Square Mall
I244917,C319891,Male,22,Clothing,3,900.24,2700.72,Cash,05/04/2022,Mall of Istanbul
I232582,C237923,Female,69,Clothing,2,600.16,1200.32,Credit Card,05/04/2022,Kanyon
I454437,C898245,Female,24,Toys,2,71.68,143.36,Cash,05/04/2022,Forum Istanbul
I222777,C916815,Female,32,Shoes,3,1800.51,5401.53,Cash,05/04/2022,Istinye Park
I131923,C723710,Female,18,Food & Beverage,2,10.46,20.92,Cash,05/04/2022,Zorlu Center
I454029,C166980,Female,66,Clothing,5,1500.4,7502,Cash,05/04/2022,Cevahir AVM
I942109,C108337,Female,39,Cosmetics,3,121.98,365.94,Debit Card,05/04/2022,Kanyon
I207327,C302407,Female,29,Clothing,1,300.08,300.08,Debit Card,05/04/2022,Mall of Istanbul
I558840,C356940,Female,56,Shoes,2,1200.34,2400.68,Credit Card,05/04/2022,Kanyon
I148745,C294732,Female,24,Food & Beverage,2,10.46,20.92,Debit Card,05/04/2022,Metrocity
I173678,C276032,Male,20,Shoes,4,2400.68,9602.72,Cash,05/04/2022,Mall of Istanbul
I203148,C845019,Male,69,Clothing,1,300.08,300.08,Debit Card,05/04/2022,Metrocity
I284331,C221333,Female,31,Clothing,3,900.24,2700.72,Debit Card,05/04/2022,Kanyon
I154067,C232424,Female,23,Food & Beverage,3,15.69,47.07,Cash,05/04/2022,Metrocity
I261622,C187461,Male,32,Souvenir,3,35.19,105.57,Credit Card,05/04/2022,Kanyon
